event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CHI2899,2020-01-27,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Chile),ACES: Coordinating Assembly of High-school Students of Chile; Students (Chile),Protesters,Police Forces of Chile (2018-2022),Rioters (Chile),State forces,State forces-Protesters,,152,South America,Chile,Metropolitana,Santiago,Providencia,Santiago - Providencia,-33.4311,-70.6045,1,Biobio Chile; La Tercera (Chile),National,"On 27 January 2020, in Providencia, Metropolitan region, a group of students and other citizens protested against the requirement of a national exam to access universities in the country. In a school, parents of students confronted a group of 20 protesters, meanwhile in another school protesters interrupted the exam. The student organization ACES called for the disruption of exams nationwide, insisting that the test promotes inequality among Chilean students. There was no report of violence by protesters. One person was arrested when police Forces of Chile intervened in the demonstration.",0,crowd size=at least 20,1702344261
TUR19522,2021-12-29,2021,1,Strategic developments,Strategic developments,Looting/property destruction,Children of Fire,,Political militia,Civilians (Turkey),Labor Group (Turkey); MHP: Nationalist Movement Party,Civilians,Political militia-Civilians,,792,Middle East,Turkey,Sakarya,Arifiye,,Arifiye,40.7141,30.3623,1,ANF News,International,"Property destruction: On 29 December 2021, the Children of Fire carried out an arson attack in Eskisehir industrial zone in Arifiye, Sakarya, inflicting material damage to a commercial premises due to its owner's ties with MHP.",0,,1641834042
UKR47597,2021-09-08,2021,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,Rebel group,,,,Rebel group only,,804,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Bohuslavske,48.6483,38.4213,2,OSCE SMM-Ukraine,Other,"On 8 September 2021, the OSCE SMM observed a total of 2 explosions involving unknown weapons near Bohuslavske.",0,,1631646932
TUN9441,2022-04-16,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (International),Refugees/IDPs (International),Protesters,,,,Protesters only,,788,Northern Africa,Tunisia,Tunis,Bab El Bhar,,Lac de Tunis,36.7926,10.2008,1,AFP; Mosaique FM,National-International,"On 16 April 2022, dozens of Sub-Saharan refugees and asylum seekers organized a sit-in in front of the UNHCR headquarters in Lac de Tunis (Bab El Bhar, Tunis) and protested against the lack of involvement of the organization, as well as the expulsion of some of them from centers, and the deprivation of food and medical support. They also called for their evacuation from Tunisia.",0,crowd size=dozens,1714445674
IND112678,2022-01-31,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (India),IYC: Indian Youth Congress; INC: Indian National Congress,Protesters,,,,Protesters only,,356,South Asia,India,Telangana,Hyderabad,Asifnagar,Hyderabad,17.384,78.4563,1,New Indian Express,Subnational,"On 31 January 2022, members of Telangana Pradesh Congress Committee and Youth Congress staged a protest in Hyderabad city (Hyderabad district, Telangana) against unemployment.",0,crowd size=no report,1655215117
MMR54177,2023-10-30,2023,2,Strategic developments,Strategic developments,Other,Civilians (Myanmar),Refugees/IDPs (Myanmar),Civilians,,,,Civilians only,,104,Southeast Asia,Myanmar,Shan-North,Lashio,Lashio,Lashio,22.9359,97.7498,2,Shan Herald Agency for News; Shwe Phee Myay News Agency,National,"Displacement: Around 30 October 2023 (between 27 - 30 October), in Lashio township (Lashio district, Shan-North state), over 350 local civilians from five villages( Mak Keenu, Pan Sein, Kawng Phyo, Wan Moong, Ho Nam) and about one thousand local civilians were forced to flee homes due to the ongoing fighting between the Myanmar military troops and the Brotherhood Alliance. Some of the IDPs were sheltered at Man Su Buddhist Monastery.",0,,1719352807
PSE44134,2023-12-28,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis - West (Municipal Stadium),31.3484,34.2961,2,Quds News Network; Twitter,New media-National,"On 28 December 2023, Israeli warplanes struck a house west of Khan Yunis (coded to Khan Yunis - West (Municipal Stadium)) (Gaza Strip). Casualties unknown.",0,,1715049687
GUI2946,2024-11-06,2024,2,Political violence,Riots,Mob violence,Rioters (Guinea),,Rioters,Military Forces of Guinea (2021-) Gendarmerie,Police Forces of Guinea (2021-),State forces,State forces-Rioters,,324,Western Africa,Guinea,Mamou,Pita,Gongore,Gongore,10.8333,-12.4167,1,Africa Guinee,National,"Around 6 November 2024, groups of young people destroyed property during a generalized unrest in Gongore (Gongore, Pita, Mamou), Thiehel, Kollakoye and Djindji (coded separately) after rumors of a motorbike theft spread due to conflicts over it being pawned in a game of chance. The rumors led to a generalized unrest between groups of young people from Pita, Maci and Gongore, fighting in the name of the cities, although testimonies claimed they were all from Conakry. 30 shops were looted and houses destroyed. The gendarmerie and the police intervened (means unspecified) and arrested some people.",0,crowd size=no report,1731368107
UKR118353,2023-08-25,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.0364,2,Ministry of Defence of Ukraine,Other,"On 25 August 2023, Russian forces shelled near Seredyna-Buda, Sumy. Casualties unknown.",0,,1693927407
ITA371,2020-01-25,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Italy),Sardines Movement,Protesters,,,,Protesters only,,380,Europe,Italy,Sicilia,Caltanissetta,,Delia,37.3564,13.9276,1,Live Sicilia; Quotidiano Di Sicilia,Subnational,"On 25 January 2020, a group of people, most of them Sardines Movement affiliates, took part in a flash mob in Del Carmelo square in Delia (Caltanissetta, Sicilia) to address local issues and protest against the floated entry into regional parliament and government by the Lega. Other demonstrations were organized by the Sardines Movement across Sicilia on that day.",0,crowd size=no report,1730240775
USA64344,2024-01-10,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),IBT: International Brotherhood of Teamsters; Labor Group (United States),Protesters,,,,Protesters only,,840,North America,United States,Indiana,Marion,,Indianapolis,39.7686,-86.158,1,WTHR13,Subnational,"On 10 January 2024, about seven workers with Teamsters Local 705 picketed outside a US Foods Distribution Center in Indianapolis (Indiana) as part of an ongoing labor strike to demand improved contracts.",0,crowd size=about seven,1705439366
PHL4039,2017-10-08,2017,1,Political violence,Battles,Armed clash,BIFF: Bangsamoro Islamic Freedom Fighters,,Rebel group,Military Forces of the Philippines (2016-2022),,State forces,State forces-Rebel group,,608,Southeast Asia,Philippines,Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao del Sur,Guindulungan,Guindulungan,6.9658,124.3481,2,Philippine Star,National,Government troops clashed with Bangsamoro Islamic Freedom Fighters (BIFF) militants in Guindulungan town area on October 8. No casualties reported.,0,,1666730227
NEP20017,2022-07-28,2022,1,Demonstrations,Protests,Protest with intervention,Protesters (Nepal),CPN(M)-NBC: Communist Party of Nepal (Maoist)-Netra Bikram Chand,Protesters,Police Forces of Nepal (2021-2022),,State forces,State forces-Protesters,,524,South Asia,Nepal,Bagmati,Kathmandu,,Kathmandu,27.7017,85.3206,1,Setopati,National,"On 28 July 2022, police intervened and arrested cadres of CPN(M)-NBC, who were staging a protest by waving black flags, at Pingalasthan locality in Kathmandu city (Kathmandu district), against the visit of the US Assistant Secretary of State to Nepal.",0,crowd size=no report,1673997716
PAK62161,2020-10-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),GHA: Grand Health Alliance; Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Mirpur Khas,Mirpur Khas,Mirpur Khas,25.5316,69.003,1,Express Tribune (Pakistan),National,"On 16 October 2020, doctors and paramedics on the call of Grand Health Alliance held a protest demonstration in Mirpur Khas city (Mirpur Khas, Sindh), against non-provision of risk allowance amid coronavirus pandemic.",0,crowd size=no report,1603206790
BRA70976,2023-05-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,,Political militia,Civilians (Brazil),,Civilians,Political militia-Civilians,Civilian targeting,76,South America,Brazil,Para,Altamira,,Altamira,-3.2033,-52.2064,1,G1,National,"On 23 May 2023, in Altamira (Para), a man was killed in a drive-by shooting on the Acesso Quatro avenue by an armed individual on a motorcycle. There are no reports on the identity of the perpetrator or the attack's motivation. 1 fatality.",1,,1685394087
YEM56529,2020-08-07,2020,2,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,AQAP: Al Qaeda in the Arabian Peninsula,,Rebel group,Military Forces of Yemen (2017-) Houthi,,State forces,State forces-Rebel group,,887,Middle East,Yemen,Al Bayda,Al Quraishyah,,Mawka,14.4819,44.8622,2,Twitter,New media,"Around 7 August 2020, AQAP claimed to have shelled Houthi forces in Jirbat an Nud near Mawka (Al Quraishyah, Al Bayda) with no reports on fatalities.",0,,1690843416
BRA25717,2018-04-24,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Brazil),Lawyers (Brazil),Protesters,,,,Protesters only,,76,South America,Brazil,Espirito Santo,Vitoria,,Vitoria,-20.3194,-40.3378,1,G1,National,"On 24 April 2018, in Vitoria, Espirito Santo, public prosecutors and members of social movements gathered in front of the state's Legislative Assembly in a demonstration to increase appreciation for the category.",0,crowd size=no report,1607555005
SUD27771,2024-05-05,2024,2,Political violence,Battles,Armed clash,Military Forces of Sudan (2019-),,State forces,Rapid Support Forces,,Rebel group,State forces-Rebel group,,729,Northern Africa,Sudan,West Kordofan,Babanusa,,Babanussa,11.3306,27.8098,1,Sudan War Monitor,National,"Around 5 May 2024 (between 5 May - 6 May), clashes between SAF and RSF continued in Babanussa (Babanusa, West Kordofan). Casualties unknown.",0,,1715641929
SOM7686,2011-08-11,2011,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Somalia),,Political militia,Civilians (Somalia),,Civilians,Political militia-Civilians,Civilian targeting,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Abdiaziz,2.0405,45.36,1,Undisclosed Source,Local partner-Other,An IED accidentally detonated near 4 young men who were collecting scrap metal near Bar Fiat Area. All four youths were injured and transported to a hospital by AMISOM forces.,0,,1618572312
UKR77238,2022-10-15,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Huliaipilska,Dorozhnianka,47.5886,36.2611,2,061.ua,Subnational,"On 15 October 2022, Russian forces shelled near Dorozhnianka, Zaporizhia. Casualties unknown.",0,,1666712169
UKR12535,2018-11-20,2018,1,Political violence,Battles,Armed clash,Military Forces of Ukraine (2014-2019),,State forces,NAF: United Armed Forces of Novorossiya,,Rebel group,State forces-Rebel group,,804,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Maiorsk,48.4005,37.9708,2,OSCE SMM-Ukraine,Other,"On 20 November 2018, the OSCE SMM observed a total of 48 projectiles/explosions involving unknown weapons in both directions of the frontline near Mayorsk.",0,,1706648936
BUR2422,2005-09-24,2005,3,Political violence,Battles,Armed clash,Mutiny of PALIPEHUTU-FNL: National Forces for Liberation-Party for the Liberation of the Hutu People,,Rebel group,PALIPEHUTU-FNL: National Forces for Liberation-Party for the Liberation of the Hutu People,,Rebel group,Rebel group-Rebel group,,108,Eastern Africa,Burundi,Bujumbura Mairie,Mukaza,,Bujumbura,-3.3772,29.358,3,Radio Publique Africaine,National,7 of the 93 members FNL members who have appealed to the UN have been killed. The 93 are trying to get the FNL to enter into negotiations with the Government.,7,,1644886950
TUR22643,2019-07-15,2019,1,Political violence,Riots,Mob violence,Rioters (Turkey),,Rioters,Rioters (Syria),Civilians (Syria); Refugees/IDPs (Syria); Police Forces of Turkey (2016-),Rioters,Rioters-Rioters,,792,Middle East,Turkey,Manisa,Turgutlu,,Turgutlu,38.4953,27.6997,1,Mezopotamya Agency,National,"On 15 July 2019, a fight broke out between locals of a neighborhood in Turgutlu (Manisa province) on one side and Syrian refugee families living there on the other. The fight started after a Syrian scolded Turkish children for playing in the street too loudly, but progressively involved more and more people. 2 locals were injured in the fighting, in which stones, knives and bats were used, following which people threw stones at houses inhabited by Syrians. Police were called to the scene and intervened using pepper gas to disperse people attacking the Syrians' homes. 10 people were detained in the incident (no information as to their nationality).",0,crowd size=no report,1649691576
TUN8545,2021-06-17,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Tunisia),Farmers (Tunisia),Protesters,,,,Protesters only,,788,Northern Africa,Tunisia,Bizerte,Bizerte Nord,,Bizerte,37.2744,9.8739,2,Tunisie Numerique,National,"On 17 June 2021, farmers closed the road GP8 leading to Bizerte (Bizerte Nord, Bizerte) to denounce the lack of access to irrigable water.",0,crowd size=no report,1624310473
FRA33737,2024-05-25,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (France),AFPS: France-Palestine Solidarity Association; LFI: France Rebellious; NPA: New Anticapitalist Party; PCF: French Communist Party,Protesters,,,,Protesters only,,250,Europe,France,Auvergne-Rhone-Alpes,Ain,Bourg-en-Bresse,Bourg-en-Bresse,46.2025,5.2469,1,Le Progres,Subnational,"On 25 May 2024, at the call of AFPS, around 120 people, including PCF, LFI and NPA affiliates, gathered in Bourg-en-Bresse (Auvergne-Rhone-Alpes) to express solidarity with the Palestinian people, demand a ceasefire in Gaza, and condemn the Israeli military offensive on Gaza.",0,crowd size=around 120,1731445382
